78	0	1	0
90	0	2	0
89	0	3	0
88	0	4	0
77	0	5	0
85	0	6	0
84	0	7	0
32	0	8	0
69	0	9	0
79	0	10	0
76	0	11	0
83	0	12	0
70	0	13	0
73	0	14	0
86	0	15	0
87	0	16	0
82	0	17	0
72	0	18	0
67	0	19	0
65	0	20	0
35	0	21	0
36	0	22	0
44	0	23	0
51	0	24	0
142	0	25	0
143	0	26	0
145	0	27	0
144	0	28	0
115	1	1	1
40	1	1	2
101	1	1	3
96	1	1	4
98	1	1	5
95	1	1	6
105	1	1	7
122	1	2	1
104	1	2	2
100	1	2	3
106	1	2	4
123	1	2	5
34	1	2	6
113	1	2	7
99	1	3	1
121	1	3	2
114	1	3	3
94	1	3	4
97	1	3	5
111	1	3	6
37	1	3	7
124	1	4	1
108	1	4	2
109	1	4	3
102	1	4	4
118	1	4	5
107	1	4	6
120	1	4	7
141	1	5	1
147	1	5	2
137	1	5	3
139	1	5	4
136	1	5	5
140	1	5	6
138	1	5	7
91	1	6	1
130	1	6	2
133	1	6	3
131	1	6	4
134	1	6	5
132	1	6	6
146	1	6	7
125	1	7	1
129	1	7	2
128	1	7	3
119	1	7	4
127	1	7	5
126	1	7	6
135	1	7	7
38	1	8	1
39	1	8	2
42	1	8	3
45	1	8	4
53	1	8	5
46	1	8	6
48	1	8	7
75	1	9	1
59	1	9	2
71	1	9	3
64	1	9	4
55	1	9	5
63	1	9	6
66	1	9	7
62	1	10	4
54	1	11	4
43	1	12	4
