78	0	1	0
90	0	2	0
89	0	3	0
88	0	4	0
77	0	5	0
85	0	6	0
84	0	7	0
32	0	8	0
69	0	9	0
79	0	10	0
76	0	11	0
83	0	12	0
70	0	13	0
73	0	14	0
86	0	15	0
87	0	16	0
82	0	17	0
72	0	18	0
67	0	19	0
65	0	20	0
35	0	21	0
36	0	22	0
44	0	23	0
51	0	24	0
142	0	25	0
143	0	26	0
145	0	27	0
144	0	28	0
62	1	1	4
54	1	2	4
38	1	3	1
39	1	3	2
43	1	3	3
45	1	3	4
53	1	3	5
46	1	3	6
48	1	3	7
141	1	4	1
147	1	4	2
137	1	4	3
139	1	4	4
136	1	4	5
140	1	4	6
138	1	4	7
91	1	5	1
130	1	5	2
133	1	5	3
131	1	5	4
134	1	5	5
132	1	5	6
146	1	5	7
125	1	6	1
129	1	6	2
128	1	6	3
119	1	6	4
127	1	6	5
126	1	6	6
135	1	6	7
115	1	7	1
40	1	7	2
101	1	7	3
96	1	7	4
98	1	7	5
95	1	7	6
105	1	7	7
75	1	8	1
59	1	8	4
71	1	8	3
64	1	8	2
55	1	8	5
63	1	8	6
66	1	8	7
122	1	9	1
104	1	9	2
100	1	9	3
106	1	9	4
123	1	9	5
34	1	9	6
113	1	9	7
99	1	10	1
121	1	10	2
114	1	10	3
94	1	10	4
97	1	10	5
111	1	10	6
37	1	10	7
124	1	11	1
108	1	11	2
109	1	11	3
102	1	11	4
118	1	11	5
107	1	11	6
120	1	11	7
